損害保険,損害保険は偶然のリスクにより発生した損害を補償するための保険。自動車事故に備える自動車保険や火災に備える火災保険、事故による入院や死亡などの損害に備える傷害保険などがある。損害保険会社は安定的な収益が見込めるが、大きな台風や地震などの損害が発生した場合、保険金支払い懸念から株価は売られたりする場合もある。
ポータルサイト,インターネットにアクセスする際の入り口(玄関)となるウエブサイトのこと。多くは検索エンジンを設けているほか、ニュースやメールサービス、オンライン辞書などのサービスを多くは無料で提供しており、「Yahoo! JAPAN」「Google」「MSN」などが有名。
位置情報ゲーム,「位置情報ゲーム」はスマートフォンや携帯電話の位置情報を利用したゲームのこと。「位置ゲー」などと略される。位置ゲーはプレーヤーが現実世界のさまざまな場所を実際に訪れることがゲームの要素となっているため、自治体による町おこしや現地企業などのマーケティングにも用いられることも多く、ゲームという枠を超えた注目を集めるようになった。2012年に米Googleの社内ベンチャー「ナイアンティックラボ」がリリースした位置ゲー「Ingress」はそのゲーム性の高さから、じわじわとプレーヤーを広げ、2014年頃には大きな注目を集めるゲームとなった。Ingressは日本国内でも大きな成功を収め、ナイアンティックはGoogleから独立。任天堂(7974)やフジ・メディア・ホールディングス(4676)傘下のフジテレビジョンの出資を受けるとともに、Ingressのプラットフォームを用い「ポケモンGO」の開発に参画。2016年7月に米国でリリースされたポケモンGOの大ヒットが世界的話題になり、任天堂株が急騰。これとともに、位置ゲーに関連した企業の株価も一斉に買われた。
中古車,中古車市場は巨大な市場を形成している。日本自動車販売協会連合会の調べによると、2014年の中古車販売台数は375万台1533台。このうち輸出は141万9034台だった。株式市場には、中古車に関連した事業を行う多くの企業が上場している。消費者から買い取った中古車を中古車販売業者に売却するCtoB、中古車オークションの運営を行うBtoB、中古車をオークションなどで仕入れ消費者に販売するBtoCと、単に中古車事業といっても、ビジネスモデルは様々なものが存在する。中古車情報を扱う会社や、海外輸出を中心に手掛ける企業も存在する。
SEM,「Search Engine Marketing=検索エンジンマーケティング」のことで、検索エンジンから自社のWebサイトへのアクセスを増やすためのマーケティング手法を表したもの。その具体的な手法としてSEO(Search Engine Optimization=検索エンジン最適化)やリスティング広告などがある。
ドロップシッピング,アフィリエイトとオンラインショップを組み合わせたインターネット通販の形態の一つ。注文を受ける販売業者が提携する製造元や卸元に商品の発送を委託する取引。販売業者は在庫を抱えることなく、中間マージンを省けるのでコストを抑えられ、三国間貿易でも使われることがある。
通信教育,通信教育とは、自宅学習のため送られてくる教材を使い、郵便やインターネットを使って間接的に教育を受けること。時間的・地理的制約がないため、遠方のため直接指導を受けることができない人や、決まった時間を確保しにくい社会人などに利用されている。
AppGuard,AppGuard(アップガード)とは、システムの正しい動作と機能を守ることを目的としたサイバーセキュリティー製品。従来のセキュリティーソフトは、マルウエア(悪意のあるソフトウエアやコードの総称)を検知・駆除することでサイバー攻撃を防ぐが、新しいマルウエアは次々と登場するため、セキュリティー企業は日々、新たな情報を収集し、ソフトを更新し、ユーザーに提供する必要がある。そのため、既に存在を知られているマルウエアは検知・駆除することができるが、未知のものは検知できないというリスクがつきまとう。 一方、AppGuardは「検知」をしないセキュリティー製品であり、AppGuardをインストールしたシステムでは「適正な動作」を監視し、適正でない動作は遮断される。つまり攻撃の段階で脅威を取り除くことになる。そのため、「新概念のサイバーセキュリティー製品」とも呼ばれ、米国の政府機関での長年の実績を持っている。
自動翻訳,コンピューターを利用して、ある言語を異なる言語に自動的に翻訳すること。「機械翻訳」ともいう。長らく「ルール型」と呼ばれる、研究者が作った文法などの規則に沿ってコンピューターが翻訳し、パーツごとに翻訳したものを組み合わせたものが主流だったが、対訳データを大量に集めて統計処理することで、翻訳規則や辞書を自動的に作成し翻訳する「統計翻訳」がとって代わり、翻訳精度が向上した。さらに、脳の神経回路を模したニューラルネットワークを活用した翻訳アルゴリズムを用いたニューラル機械翻訳(NMT:Neural Machine Translation)の登場で、より適切で自然な訳語を見つけられるように進化しており、本格的な自動翻訳時代が到来しようとしている。
AIスピーカー,人工知能(AI)で音声に自動応答するスピーカー端末のこと。「スマートスピーカー」とも呼ばれる。人間が話しかけるだけで音楽再生やニュースの視聴、情報の検索などさまざまな操作を可能とし、「ポスト・スマホ」の本命とも目されている。2014年に米アマゾン・ドット・コムがAI「アレクサ」を搭載した「アマゾン・エコー」を発売して以降、主に米国で人気となっており、米グーグルも16年から「グーグルアシスタント」を搭載した「グーグルホーム」を展開。スマートフォンでモバイル市場を一変させた米アップルは「シリ」搭載の「ホームポッド」を18年2月に発売したが、投入タイミングの遅れと高価格がネックとなり、2社の先行を許す状況となっている。日本ではLINE <3938> が17年秋にAIプラットフォーム「クローバ」を搭載した正式版「ウェーブ」を発売したほか、ソニー <6758> など数社が製品投入に動いており、国内市場の拡大が期待されている。
携帯電話部材・部品,携帯電話関連の電子部品市場は、スマートフォン(スマホ)の普及とともに一段の成長局面を迎えている。スマホの高度化ととも超小型の積層セラミックコンデンサの需要が増えたり、搭載デジカメの高性能化で手ぶれ補正装置の高度化が求められたりしている。日本の大手電子部品メーカーはスマホの高性能化とともに業績を伸ばしている。
タブレット端末,液晶ディスプレーの表示部分に指で操作するタッチパネルが搭載されている携帯情報端末の総称。キーボードがなく本格的な仕事には不向きな半面、小さくて持ち運びしやすいといったメリットがある。
電子機器,電子部品の小型・高性能化やデジタル技術の進歩で、電子機器の需要が高まっている。スマートフォン関連やウェアラブル端末などの需要は急拡大しており、今後も電子機器分野に革新的な製品が登場することが予想され、関連企業の成長が見込まれている。
LEDディスプレー,LEDとは発光ダイオード(Light Emitting Diode)の略称。照明用などと並び平面テレビやワイドスクリーンなどのディスプレーにも広く使われている。曲面や円柱、球体などへのレイアウトが可能で、屋内や屋外でのさまざまな場所で使われている。
放送機器,テレビやラジオなどの放送で使われる機器のこと。テレビカメラやマイク、音声機器などの放送局のスタジオで使われる機器を指す。特に、テレビ放送の高精細・高度化やデジタル化とともに、放送機器もハイテク化や高機能化が進んでいる。
ショービジネス,演劇や音楽、映画などの興業に関係する仕事のこと。映画会社やテレビ局、芸能プロダクションなどが関係する。例えば、人気アーティストのコンサートの場合、宣伝や広告、チケット販売、ステージ設営や照明、音響など多くの人や企業が関わってくる。
プロジェクションマッピング,プロジェクターで映し出された映像を物体や建築物などに立体面の形状にあわせて投影する技術のことで、特殊な視覚効果を生み出す映像表現。日本では2012年に行われた東京駅丸の内駅舎の復原完成記念イベントで披露されたプロジェクションマッピングで知名度がアップした。
照明機器,照明機器市場は年間販売額が1兆円に達する巨大市場だ。経済産業省の生産動態統計によると、2014年の照明器具販売額は1兆369億円。そのうちLEDが4655億円、自動車用は3866億円だった。LEDへの移行という近年の大きな流れが、市場規模を押し広げている。
食品ロス,日本では大量の食品ロスが発生しており、「もったいない」ということにとどまらず、企業や消費者のコストにつながっている。食品ロスをなくせば、企業はコスト削減に、消費者は無駄な支出を減らすことができる。 15年に開かれた国連サミットでも、持続可能な開発目標(SDGs)として「30年までに小売り・消費レベルで世界全体の1人当たりの食品廃棄を半減させる」ことが求められている。政府は関係省庁が連携するかたちで商慣習の見直し支援や消費者への啓発活動などを推進している。
特許,国が特定の個人または法人に対して、特定の権利を与える行政行為。「特許」は、発明した人に対してその発明を奨励し、その技術を公開してもらった上でさらにはその新しい技術を保護するために、例外的に一定の条件下でその技術に対して一定期間の発明の独占権を与える制度のこと。 株式市場では、上場企業の所有する特許が将来の収益拡大につながるとの想定から株価材料として取り上げられることがしばしばある。 ただ、特許制度自体の関連銘柄は少ない。
外国語ビジネス,企業の海外進出が活発化するなかで、学生向けに加えてビジネスマン向けにも外国語を教えるビジネスが増えている。これに加えて企業向けに翻訳を行うビジネスもある。
MICE,"MICE(マイス)とは、国際会議(Meeting)、報奨・研修旅行(Incentive)、国際団体の総会や学術会議(Convention)、展示会やスポーツ行事(Exhibition,Event)の頭文字をとったもの。観光庁が「MICE」の国内誘致を推進するため、2010年を「マイスイヤー」として打ち出したことをきっかけに注目が高まった。統合型リゾート(IR)誘致の一環としても注目が高まっている。"
ネットスーパー,Webサイトで注文を受け付け、即日もしくは翌日に商品を配送するインターネット上のスーパーマーケットのことで、多くは既存の大手スーパーマーケットやコンビニエンスストアが運営している。日用品や食料品を主に扱い、ネットスーパーを普段の買い物先の一つとして利用する人も増えている。近年では参入する企業が増える一方、配送料の負担などからネットスーパーから撤退する企業も出始めている。
弁当,「弁当」は、容器に入れて携帯し、外出先で食べる食べ物。コンビニエンスストアなどで購入して食べるもの 。 株式市場で対象となるのは、市販されている商品としての弁当のことを指す。 関連銘柄としては、弁当製造メーカー、それを販売しているコンビニエンスストアや百貨店などの小売店。
Vチューバー,Virtual YouTuber。人間ではなく主に3Dコンピューターグラフィック(CG)で作成されたバーチャル(架空)のキャラクターのユーチューバーのことを指す。Vチューバー(Vtuber)とも呼ばれる。姿形はCGで作られたキャラクターだが、その裏側にはリアルな人間が存在し、モーションキャプチャーと呼ばれる現実の人物や物体の動きをデジタル化する技術を用いて演者の動作をそのまま映像に反映させ、キャラクターを動かしている。16年12月に活動を開始した「キズナアイ」が草分けと言われるが、2018年8月時点で既に4000人以上のVチューバーが存在するといわれている。
アリババ関連,中国の情報技術関連企業グループで阿里巴巴集団を日本ではアリババ・グループと表現されている。B2Bのオンライン・マーケットプレイスに加えて中国国内向けの個人向け電子商サイト「天猫」なども有名。アリババの創業翌年に出資したソフトバンクが関連銘柄の代表格。
BtoB,「B to B」とは、「ビジネス・ツー・ビジネス」の簡略表現で、企業間の商取引、あるいは、企業が企業向けに行う事業のこと。企業間の物品の売買やサービスの提供、企業と金融機関との取引なども含まれる。企業向け事業が主体の企業のことをB to B企業ということもある。「B2B」と表現されることもある。株式市場では、個人消費者向け以外の事業が対象となり、広義の関連銘柄は膨大となる。
青果,野菜、果物、山菜、キノコなど食用の農産物の総称で、卸売市場法に指定され、卸売市場に出荷できる品目。
次世代農業ビジネス,「次世代農業ビジネス」は、農業への太陽光発電やバイオマス発電など再生エネルギーの活用や、植物工場や機能性野菜など、高付加価値作物の製造など、新たなビジネスモデルにより収益性の向上を狙う先進的な取り組み。
スマート農業,農業にロボット技術やITを活用する新たな農業の形のこと。農業分野の人手不足は深刻であり、地方経済の底上げを図る上でもIT化を進め、生産性を向上させることが必要不可欠であることから、ドローン や人工知能(AI)を活用した新たな農業であるスマート農業が注目されている。
和装・呉服,和装とは、日本式の衣料で着物のほか、和の服装に関するもの(和の装飾を施したアイテムを含む)も含まれる。また、呉服とは、和服用織物の総称。
ミネラルウォーター,容器入り飲料水のうち、地下水を原水とするもの。無機塩類を含む飲料水で、一般には天然の鉱泉水や湧水をさす。日本では1980年代から本格普及しはじめた。ペットボトルやビンなどの容器で市販用・業務用向けに販売されているものに加え、サーバーとセットで供給される宅配タイプのものがある。株式市場では、対象銘柄が専門メーカーと大手飲料メーカーに二分される。
清涼飲料,アルコール分1%未満の飲料を指し、茶系飲料、コーヒー飲料、炭酸飲料、ミネラルウォーター、機能性飲料、果実飲料、野菜ジュース、スポーツ飲料などが含まれる。近年は健康志向の高まりを背景に、茶系・野菜飲料、機能性飲料などが人気を集めており、メーカーは新製品の開発に鎬を削っている。猛暑の際には、サマーストックとして関連企業が株式市場で注目されることがある。
ワイン,日本におけるワインの歴史は、文明開化を受けた明治以降に始まる。酒税法ではワインを「果実酒」と規定しており、ブドウ以外の果実を使ったワインも市販されているのが現状だ。しかし最近では、国内においても国際的にも通用するワインを製造するワイナリーも登場しており、その評価は高まっている。
第3のビール,「第3のビール」は発泡酒に続くビールに似たアルコールであることから、そう表現される。麦芽やホップなど主原料を限定しないビール系飲料の通称。低価格で市場規模を拡大させているが、ここにきてビール類の酒税一本化が囁かれ、結果増税される可能性も出てきており、今後の動向に注目が集まっている。
超低アルコール飲料,超低アルコール飲料とは、アルコール度数が低い商品。度数についての定義はないが、一般的に3%以下の商品を指す場合が多い。サワーやカクテル、チューハイなどのほか、ビールなどさまざまな種類がある。
熱中症対策,猛暑は命に危険すら及ぼす。真夏の日本で暮らすには、熱中症の対策を怠ることはできない。熱中症を防ぐには、きめ細かな水分補給とナトリウムの補給が必須と言われ、飲料各社や製薬各社が熱中症対策ドリンクを売り出している。
エナジードリンク,エナジードリンクは、気分を高めたい時や、気合を入れたい時に飲むドリンクの総称とされている。従来の栄養ドリンクは、主に肉体疲労時や風邪気味など、健康状態が「マイナス」時に回復を期待して飲むのが定番。これに対してエナジードリンクは、通常時に「プラス」の状態を望む飲料といえそうだ。炭酸が強くて刺激的、甘さと爽やかなフレーバーが心身をリフレッシュしてくれる感じがするものが多いのが特徴。
茶,熱帯、亜熱帯気候で生育する常緑樹チャノキの葉や茎を加工してつくられる飲み物。発酵の方法など加工によって様々な種類があり、酸化発酵させると紅茶、しないと緑茶になる。チャノキ以外の植物の葉や茎、果実、花びら、根などの部位や真菌類・動物に由来する加工物からつくられるものもある。
シニア,日本社会の高齢社会化とともに、「シニア・高齢者マーケット」の重要性が増している。すでに日本人口の20%超は年齢65歳以上の高齢者が占めている。従来、若者中心とみられていたゲームセンターやカラオケ、漫画喫茶などのサービス産業もシニア・高齢者需要の獲得に注力している。
サッカーなでしこジャパン,2011年、東日本大震災からの復興もままならないなかドイツで行われた女子サッカーW杯で優勝したサッカー日本女子代表、なでしこジャパンは、日本国民に勇気と希望をもたらした。強い魅力を持つスポーツ選手やチームは大きな経済効果を生み出す。なでしこジャパンも活躍のたびに、関連する銘柄を動意させるだろう。
日本酒,世界は、いまや和食ブーム。国も、クールジャパン戦略を旗頭に、和食を一層世界に広めていく方針だ。和食と切っても切れないものと言えば、やはり日本酒だろう。日本酒(清酒)も世界中でブームと言われており、国税庁・酒類の輸出統計をみても、ここ数年で清酒の輸出は量、金額ともに大きな伸びを見せている。日本式の居酒屋も海外展開が急と言われ、これにつれて清酒の需要拡大は必至とみられる。今後、日本酒メーカーは、世界展開を視野に入れることになり、企業大変貌の可能性も出ている。
自動販売機,日本は自動販売機が世界でも最も普及している国といえる。飲料が主流だが、食品や雑貨・日用品を販売する自動販売機などもある。自動販売機の普及はほぼ一巡し、買い替え需要が主流。飲料メーカーなどの場合、自販機の保有台数がシェアを左右する要因にもなっている。
コーヒー,日本は世界でも屈指のコーヒー消費国であり、海外のコーヒースタンドの日本市場進出も相次ぐ。また、日本は世界でも自動販売機の普及率トップ。当然ながら缶コーヒーは売れ筋の定番であり、飲料メーカーの業績を左右する。
青汁,ケールや明日葉、大麦若葉といった生の緑色野菜を絞った汁を指す。加熱した製品よりも含まれるビタミン、ミネラルなどの栄養素は高いとされ、野菜不足に悩む消費者のニーズを捉えて市場を広げた。その苦みから罰ゲームなどで使われる代表的なアイテムともなったが、苦みのないタイプなども登場し、一般的な健康食品として普及が進んでいる。
コンビニコーヒー,店頭での淹れ立てコーヒーが消費者のニーズをとらえ、コンビニの収益に大きく貢献している。安価でコーヒー店をチェーン展開する企業にとっては脅威だが、一方で付加価値戦略を敷くコーヒー店の勃興を促している。
宅配水ビジネス,オフィスへのウォーターボトルの配達ビジネスは古くから見られたが、一般家庭も含めた宅配水ビジネスは、2011年の東日本大震災後の原発事故を契機に利用者が急増した。ビジネスモデルとしては、ウォーターサーバーの導入後、水ボトルを定期配達することで安定収益を継続的に得るストックビジネスの構造を採っている企業が多い。
富士山関連,一富士二鷹三茄子といわれるほど古くから日本人に愛されてきた富士山。2013年6月に世界文化遺産に登録されたが、訪日外客を引き寄せる名所としても存在感は揺るぎなく、関連グッズや周辺の観光産業などへの恩恵は大きい。
食用油,食用に使われる油脂のうち常温で液状を保つもので植物性油脂と動物性油脂に大別される。植物性のサラダ・オイルは精製植物油の一種で、大豆油や綿実油、ごま油，とうもろこし油など指定された９種の原材料のいずれかを使った日本の食用油で、主流であるキャノーラ油となっている。
100円ショップ,100円均一価格の商品を売る店のこと。全商品がワンコインで買える分かりやすさと、価値ある商品を安価に提供することで市場が拡大した。現在では100円以外の価格設定の商品も多い。
チケット販売,ライブやコンサート、舞台、スポーツなどのチケットを販売するもの。インターネットでチケットを購入し、そのチケットをコンビニやチケット販売店で受け取る方法が近年では定着している。
QRコード,QRコードを利用したキャッシュレス決済が関心を集めている。QRコードとは、2次元バーコードの一種で、モザイク状の四角いドットで作られている。1方向だけでしか情報を記録できないバーコードに対して、縦、横の2方向に情報を記録できるため、情報量が大幅に増加したのが特徴で、日本の工業の標準規格であるJIS規格や、国際的な標準規格であるISO規格としても採用されている。また、近年ではキャッシュレス決済の手段として利用が広がっており、中国ではアリペイがQRコード決済を導入し、手軽さから急速に普及が進んでいる。日本ではキャッシュレス決済の普及が遅れているが、3大メガバンクがスマホで決済できるQRコードで規格を統一する方向にあり、今後、QRコードを利用したキャッシュレス決済の普及が期待されている。
セルフレジ,無人レジともいう。客が自分でレジに商品のバーコードを読み取らせ支払いまでを行うもの、店員がバーコードの読み取りまでを行い客は支払いのみを行うもの、客が商品の入ったかごをレジに置くだけで精算され支払いを行うものなどさまざまな種類があるが、流通業界で人手不足が深刻化していることを受けて、需要は増加している。 また、セルフレジの普及が進めば、レジ本体だけではなく、バーコードをスキャンするスキャナーや、商品情報を書き込んだICタグなどさまざまな分野にも需要の増加が期待できる。
24時間営業,1日24時間いつでも営業を行う事業形態を指す。コンビニエンスストアや外食チェーン、ドラッグストアなどに多いが、近年の人手不足を背景に24時間営業を取りやめる企業や店舗も増えている。一方で、新たに24時間営業を始める企業もあり、注目を集めている。
おせち料理,景気の持ち直しを背景に、高級おせち料理の需要も拡大。デパートに加え従来の通販、ネットなど販売ルートも広がりをみせている。ただ、宅配おせち料理について、「内容が広告と違いすぎる」など苦情が発生するなど、新たな問題も発生している。
たばこ,JTが毎年実施している喫煙者率調査によると、2017年の日本人の平均喫煙率は男性が28.2%、女性は9.0%だった。男性の喫煙率はピーク時(1966年)の83.7%から低下を続けている。そのためJTでは、、M&Aなどにより東南アジアやロシア、アフリカなどいまだ喫煙率の高い国々への展開に注力している。
書店,コンビニエンスストアでの雑誌・書籍の取り扱いやアマゾンなどのオンライン書店の浸透で国内の書店業界を取り巻く環境は厳しさを増している。そのため、品揃え強化のための店舗の大型化や、専門化が生き残りの要素となっている。上場している書店関連銘柄はチェーン店であり、多くの企業では月次動向を発表していることから、投資に際してはこれを参考にしたい。なお、文学賞に絡んだ話題が盛り上がった際に動意づくこともあるので、要注意。
スーパーマーケット,新日本スーパーマーケット協会などによるスーパーマーケット統計調査によると、15年3月末の店舗数は食品中心の食品スーパーマーケットが1万8104店舗、日常生活で必要な物を総合的に扱う総合スーパーマーケットが1854店舗ある。近年では、総合スーパーを中心にインターネットで注文を受け付けるネットスーパーも展開しており、成長が期待されている。
ホームセンター,ホームセンターは日用雑貨や住宅設備に関わる用品を中心に取り扱う小売り業態の総称。日本で初めて本格的なホームセンターが登場したのは1972年のことで、その後1975年を境に出店ペースが加速。現在も店舗を増やし続け、2015年末時点で全国に4650店(日本ドゥ・イット・ユアセルフ協会調べ)展開されている。一方、売上高は2000年代前半から横ばい傾向にあり、市場では寡占化が進む。規模の拡大とともにいかに他社との差別化を図るかが各社にとって大きな課題となっている。
食品スーパー,食品スーパーは食品を専門、あるいは食品の売上構成比が70%以上のスーパーマーケットを指す。住宅街の近くに出店し、生鮮食品や総菜などを扱い、消費者の食生活を支えることを目標としている。食品スーパーは地域密着の度合いが大きいため、日本各地の数多くの企業が上場している。
地方スーパー,それぞれの地域に根差したスーパーマーケットは、全国展開する大手スーパーに比べて地域住民の趣向に沿った品揃えに強みがある。少子高齢化や人口減少の影響を受けるなか、地方スーパーは品ぞろえやサービスの強化、新たな業態への進出、M&Aなどの生き残り策が活発化。また、大手の傘下に入る企業もあるなど、業界再編でも注目されている。
ソフト販売,コンピューター上で何らかの作業を行うためのプログラムや、映像・音楽・マルチメディアなどの作品をソフトと呼び、それらを販売すること。
沖縄関連,沖縄関連は、沖縄をベースに事業を行っている企業群のこと。沖縄は沖縄振興特別措置法などにより、政策的に経済振興が図られている。他の都道府県にはない特区や制度により優遇措置を受けており、これらの寄与により収益が伸長することを期待した買いが、沖縄関連銘柄に入ることがある。
ドラッグストア,医薬品を中心に日用品などを幅広く扱う薬局・薬店のこと。日本チェーンドラッグストア協会では、医薬品と化粧品、そして日用家庭用品、文房具、フィルム、食品などの日用雑貨を取扱う店と定義している。 近年は、利益率の高い調剤薬局を併設する店舗も増えている。また、M&Aによる業容の拡大を図る企業もあり、成長性とともに各社の足もとの取り組みや成長戦略が注目されている。
カー用品,自動車は所有者の趣味や用途によってさまざまなカスタマイズが行われる。ステアリングやホイールの交換といった自動車部品そのものの改造から、カップホルダーや消臭剤の設置、飾り付けなどの利便性や見た目の向上など、カー用品に求められることは多い。株式市場には、こうしたカー用品の製造を行う企業から、カー用品を専門に販売するチェーンまで、数多くの企業が上場している。
ドライブレコーダー,自動車に取り付けるカメラ。略称「ドラレコ」。車両の前方や後方を撮影し続け、急ブレーキや衝突などの異常が発生すると、衝突前後の映像、位置情報、速度、ブレーキの状態などが記録される。事故原因の究明や安全運転意識の向上、防犯対策のために利用する人が増えている。
ETC,電子料金収受システム(Electronic Toll Collection System)の略称。高度道路交通システムの一つで、高速道路など有料道路を利用する際に料金所で停止することなく通過できるノンストップ自動料金収受システムを指す。ETC車載器を搭載した自動車が料金所のETCレーンに進入すると、無線通信により車載器と料金所の間で料金精算に必要な情報が交換される。情報に問題がなければ、ETCレーンに設置された発進制御棒が開き、車両は停止せずにそのままレーンを通過できる。料金は通常、ETC車載器に挿入したETCカードを介して精算される。現在、普及が進むETC2.0では、道路側のアンテナであるITSスポットとの高速・大容量、双方向通信により、安全運転支援や渋滞回避支援、災害時支援など様々な情報の提供を受けられる。
医療機器,医療で使われる機器のこと。レントゲン装置やからだの断面を画像化できるMRI(磁気共鳴画像)装置など高機能機器を含め数多くの種類がある。医療現場で使われるため、正確で精密である点などが求められる。医療機器への需要は着実に高まっており、電機メーカーなどからの進出も進んでいる。
靴下,日本靴下協会の靴下需給推移を見ると、ここ数年は海外生産を進めた側面もあり、国内生産量の落ち込みが目立つ。さらに円安の進行は、前述の海外に活路を求め生産移転を推進した企業にとっては厳しい状況になっている。ただ、ここ続いていた“生（なま）足ブーム”に変化の兆しが見え始めており、「靴下女子」と言われる短めの靴下を着用する若年層が増加し、これが靴下業界にとっては反撃のきっかけになるのではないかとの見方もある。
ウォームビズ,「WARM BIZ」。環境省が2007年度から提唱している、室温20℃でも快適に過ごせるライフ・ファッションスタイル。暖房に必要なエネルギー使用量を削減することによって、CO2の発生を削減し地球温暖化を防止することが目的で、夏に行っているキャンペーン「クールビズ(COOL BIZ)」の秋冬版といえる。
専門店,何らかの分野のものを専門に売る店のこと。百貨店や大型スーパーが幅広い分野の商品を取り扱うことに対し、専門店は特定の分野に特化している。書店や家電量販店、衣料品店などが専門店となる。
紳士靴,靴の国内市場はカジュアルスニーカーなどがインバウンド消費も追い風に伸びる一方、紳士靴の伸びは今一つのようだ。近年では、防水、撥水、消臭、軽量化などの高機能性を追求した製品が需要を喚起する流れにある。
婦人靴,顧客ニーズが多様化するなか、婦人靴業界も他社との差別化を図ることに懸命だ。また、デザイン性だけではなく履き心地の良さを求めるニーズも高まっている。レインブーツなど新しい商材も拡大、ニーズに応えることに加えマーケットの創造も積極的だ。
ランニングシューズ,ランニングを行うための専用シューズ。素材の軽量化や独自のクッション素材でランニング時の負担を軽減している。
靴,足先を覆う「靴」は、歩行やスポーツなどに適した機能性に加え、ファッションアイテムとしての差別化が求められる。このため、作業、スポーツ向けから嗜好性の高い婦人・紳士靴まで多種多様な製品展開がなされている。また、「靴」を巡る流通現場も急速に変化しており、店舗の専門化や大型店の郊外展開、ネット通販、プライベートブランドへの注力、ナショナルブランドとの連携など、競争激化の裏で多様な戦略が模索されている。
マラソン,市民参加型の大規模マラソンである「東京マラソン」が始まって以降、マラソン関連銘柄にも注目が高まっている。シューズやウエアなどのランニング用品を中心に靴専門店、スポーツドリンクなどに関連する銘柄への関心が高まる。
アウトドア,屋外で行うスポーツやレジャーの総称。登山人口の増加などによるアウトドア用品市場の拡大に伴って、スポーツメーカーをはじめ関連企業の裾野も広がっている。
クールビズ,「クールビズ」は、地球温暖化対策や夏期の電力不足の解消、消費喚起効果をねらって、日本政府が推奨している軽装運動、およびそうした軽装のこと。夏期に、室内の冷房温度を28度C程度に設定しても効率的に働けるように、ノーネクタイ、ノージャケットなど服装面で軽装化を図ること。「クールビズ」は、「涼しい」「かっこいい」という意味のある「クール」と、仕事を意味する「ビジネス」を組み合わせた造語。 「クールビズ」の導入で、2005年の夏から、中央省庁やほとんどの地方自治体の官公庁で公式行事を除いてノーネクタイ・上着なしの軽装を採用した。これに伴い、民間企業でも「クールビズ」は大きな広がりをみせ定着している。 株式市場では、カジュアル衣料品のメーカー、アパレルを中心に、百貨店、繊維メーカー、衣料品専門小売チェーンなどが対象になる。
カタログ通信販売,「カタログ通信販売」は商品目録であるカタログを消費者へ大量に配布し、カタログから商品を選んだ消費者からの注文を受け商品を発送することで販売を完結させるビジネスモデル。21世紀に入り、米アマゾンや楽天に代表されるインターネット通信販売モデルが年々拡大するなか、カタログ通販の利用者は減少の一途をたどっており、業界各社は対応を迫られている。
通信販売,通信販売とは、小売り業態で無店舗販売のひとつ。新聞や雑誌、テレビ、インターネットなどのメディアで広告し、郵便や電話、インターネットなどを通じて商品の購入申し込みを受け付け販売する。「通販」と略称で呼ばれることが多い。
中古本,古本屋という商売は明治時代から存在した。とはいえ、古書売買という業態で事業規模を拡大し、上場までこぎつけた企業は1990年に第1号店をオープンしたブックオフコーポレーションの登場までなかった。ブックオフは従来の目利きが希少本の価値を見分け値段をつける従来の古書店の方式に対し、古書を一律価格で買い取り、一律価格で販売する方式に改め、仕入れに目利きの必要がなく、また販売価格も分かりやすいビジネスモデルを構築。国内に数百店舗を出店するに至った。ただ、現在では米アマゾンのインターネット書店が販売シェアを拡大、マーケットプレイスで古書も販売するモデルで成功していることから、従来型の古書店というビジネスモデルは過渡期を迎えている。
居酒屋,「居酒屋」は、店内にテーブル席、小座敷などを用意し、酒と食べ物を出す店。酒は日本酒を主に、ビール・焼酎など。食べ物はつまみ程度からかなり凝った料理まで、店によりさまざまで幅広い。 株式市場では、居酒屋で数多くのチェーン店を展開する企業が増加してきたことで、上場企業も増加している。また、最近では「ちょい飲み」などと称して、ファーストフードなど大手外食産業による参入も目立っている。
半導体商社,今日の半導体商社は、単に半導体を売買するだけでなく、半導体メーカーが提供する製品をユーザーのニーズに合わせてカスタマイズしたり、自社ブランド製品を開発するなどさまざまな機能をあわせ持つようになった。これに加えて顧客ニーズに合わせたソリューションを提供することで付加価値を確保しており、これらが成長のカギを握っている。
生体認証,「生体認証」は、特定の個人を認証する方式のひとつ。画像認識技術を利用して、指紋・虹彩・手のひらの静脈などのパターンによって個人を認証する。いずれも精度が高く偽造がされにくいという利点がある。生体認証のうちでも「指紋認証」は普及が進みつつあり、利用画面が広がっていきそうだ。 2015年7月に提供が開始された「ウィンドウズ10」がパスワードに代わり生体認証(指紋認証)を採用しているほか、タイムカードに変え指紋認証を勤怠管理に用いる企業なども増えている。ATM利用においても、キャッシュカードを使わず指紋認証のみで本人確認を行う取り組みもあり、市場は拡大方向にある。
顔認証,顔認証とは人間が普段相手を判別する手段である「顔」をシステムで実現した認証方式のこと。普段から利用している身近な認証方式であることから、利用者の心理的負担が少ないなどの利点があるほか、指をかざすなどの操作が不要なことから、利便性に優れた認証方式とされている。近年では、iPhoneをはじめとするスマートフォンに採用されるなどして一気に普及が広がりつつある。また、2020年に開催される東京オリンピック・パラリンピックの会場セキュリティーに採用されることから、今後、認証システムの主流になる可能性がある。
